Economy,Year,Access to clean fuels and technologies for cooking  (% of population),People using safely managed drinking water services (% of population),People using safely managed sanitation services (% of population),"Fertility rate, total (births per woman)","Life expectancy at birth, total (years)","Government expenditure on education, total (% of government expenditure)","School enrollment, primary (% gross)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Hospital beds (per 1,000 people)","Mortality rate, under-5 (per 1,000 live births)",Prevalence of overweight (% of adults),Prevalence of undernourishment (% of population),Gini index,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population)
Armenia,2013,95.1505016722408,49.29251526661929,1.4367954564047274,48.83720930232559,33.65044421731261,29.58374265061653,32.88817423790175,39.335774719030184,3.044034350447646,48.5456369107322,0.33666708104361476,31.778425655976683,2.679854585703538,45.03607007901064,100.0,59.11602209944752,41.14786138620817,0.9009830970839516,57.95454545454547
Armenia,2014,95.65217391304348,49.098875341695674,1.1375798048486363,60.46511627906976,35.4458969758914,16.609973168335713,29.38218529145564,40.05871953529487,3.9137584505755427,45.463055834169175,0.6048768193560576,33.23615160349855,5.487368449288198,43.35279972518035,100.0,54.1436464088398,35.931595873270254,1.83656725794242,57.95454545454547
Armenia,2015,95.98662207357857,48.90583031669496,0.8300712850471719,48.83720930232559,35.428028218341865,26.061903435332752,26.18142078607329,41.01527970703373,4.169559656495522,42.91206954195922,1.330150010132371,33.52769679300292,8.435315133367965,41.66952937135005,100.0,49.17127071823205,41.14786138620817,3.8700219087296546,57.95454545454547
Armenia,2016,96.32107023411369,48.713082741655796,0.514157831213236,48.83720930232559,35.410874211094324,22.695482603404542,26.236062700995575,42.22124005556259,6.55216517449297,45.06519558676028,1.8296161450342012,33.67346938775511,10.747244726418387,40.05496392992097,100.0,48.61878453038673,45.82729606748128,6.244122907820881,57.95454545454547
Armenia,2017,96.82274247491638,48.52003771665511,0.1897273775597217,48.83720930232559,37.90392326440758,24.204946996466433,26.207658533767273,43.11466094203817,6.782386259820939,44.77432296890672,2.159982425876194,33.81924198250729,13.56434419023924,38.474750944692545,100.0,42.541436464088406,47.08079197393653,2.945253562661904,57.95454545454547
Armenia,2018,96.98996655518395,48.182432010375095,0.02734405205231738,48.83720930232559,40.78007847958315,11.562541237188974,23.885978932773583,43.89127415077661,6.833546501004946,40.55499832831829,2.5666394767270546,32.507288629737616,16.091015909754248,36.92889041566474,100.0,38.121546961325976,41.14786138620817,2.89992383608552,57.95454545454547
Armenia,2019,97.32441471571907,47.73179531873251,0.0175943285746456,48.83720930232559,45.08644904902462,10.804510065539645,24.339242042018896,49.29915393357746,19.56879225287777,42.76830491474424,6.777106638489045,31.049562682215743,18.73085919338024,35.383029886636876,100.0,62.43093922651934,47.08079197393653,1.0264669161195883,57.95454545454547
Armenia,2020,97.49163879598662,47.28234842693587,0.0,60.46511627906976,24.74179645340905,12.6563347653329,25.654740125941174,47.66384644525823,19.397040014617218,43.19959879638917,6.323959899664018,37.0262390670554,21.02479255715872,33.83716935760904,100.0,89.50276243093924,60.37722395837802,0.5694851806273391,56.5909090909091
Austria,2012,99.99999999999999,96.14772554886952,99.99999999999999,30.232558139534873,78.78406678626823,26.077298652551946,43.62591230333723,54.84278317969441,77.59546866435228,87.55265797392177,80.69247497134839,81.92419825072886,75.50675716909798,68.08656818962555,100.0,59.66850828729284,77.05426495999794,81.9229035910366,85.22727272727273
Austria,2013,99.99999999999999,96.60193164004988,99.9979828158322,30.232558139534873,80.21356739023224,26.162338900048383,44.61524389069692,56.08347013511806,76.92673122601865,86.02139752591107,80.69026117668295,81.4868804664723,76.69763905654786,68.12092064582617,100.0,58.01104972375691,88.65469208549408,87.0713907044681,85.90909090909092
